idiom,decade,rank,token,prob_mean
hot potato,1970,16,",",0.074560
hot potato,1970,17,seed,0.074209
hot potato,1970,18,he,0.072593
hot potato,1970,19,scandal,0.064690
hot potato,1980,0,hot,0.487353
hot potato,1980,1,not,0.455947
hot potato,1980,2,things,0.428991
hot potato,1980,3,herring,0.273331
hot potato,1980,4,favourite,0.161049
hot potato,1980,5,important,0.147985
hot potato,1980,6,question,0.132325
hot potato,1980,7,difficult,0.131068
hot potato,1980,8,contentious,0.123686
hot potato,1980,9,orde,0.118816
hot potato,1980,10,public,0.114787
hot potato,1980,11,voluntary,0.111956
hot potato,1980,12,seed,0.109081
hot potato,1980,13,too,0.099864
hot potato,1980,14,task,0.099245
hot potato,1980,15,matter,0.097545
hot potato,1980,16,issue,0.089734
hot potato,1980,17,indian,0.085365
hot potato,1980,18,workhouse,0.079142
hot potato,1980,19,.,0.077579
hot potato,1990,0,religious,0.240817
hot potato,1990,1,-,0.233328
hot potato,1990,2,town,0.227081
hot potato,1990,3,one,0.142151
hot potato,1990,4,house,0.129445
hot potato,1990,5,centre,0.114223
hot potato,1990,6,success,0.095273
hot potato,1990,7,place,0.093317
hot potato,1990,8,issue,0.092900
hot potato,1990,9,valuable,0.087701
hot potato,1990,10,experiment,0.078642
hot potato,1990,11,port,0.074185
hot potato,1990,12,minor,0.071370
hot potato,1990,13,argument,0.068525
hot potato,1990,14,difficult,0.066777
hot potato,1990,15,good,0.066333
hot potato,1990,16,party,0.066030
hot potato,1990,17,policy,0.065831
hot potato,1990,18,tact,0.063706
hot potato,1990,19,bad,0.061706
hot potato,2000,0,prominent,0.351874
hot potato,2000,1,hot,0.297485
hot potato,2000,2,important,0.169589
hot potato,2000,3,first,0.145079
hot potato,2000,4,grievance,0.142008
hot potato,2000,5,serious,0.107071
hot potato,2000,6,question,0.101628
hot potato,2000,7,rotten,0.100185
hot potato,2000,8,seed,0.095083
hot potato,2000,9,same,0.088417
hot potato,2000,10,mere,0.087979
hot potato,2000,11,political,0.081693
hot potato,2000,12,point,0.077138
hot potato,2000,13,issue,0.074029
hot potato,2000,14,potato,0.073262
hot potato,2000,15,abandon,0.067544
hot potato,2000,16,pha,0.065990
hot potato,2000,17,final,0.065812
hot potato,2000,18,danger,0.064494
hot potato,2000,19,principal,0.061693
in for a penny in for a pound,1860,0,penny,0.596777
in for a penny in for a pound,1860,1,shilling,0.187415
in for a penny in for a pound,1860,2,pound,0.040653
in for a penny in for a pound,1860,3,farthing,0.038384
in for a penny in for a pound,1860,4,year,0.012378
in for a penny in for a pound,1860,5,month,0.009758
in for a penny in for a pound,1860,6,week,0.007896
in for a penny in for a pound,1860,7,guinea,0.007882
in for a penny in for a pound,1860,8,trifle,0.007800
in for a penny in for a pound,1860,9,moment,0.004201
in for a penny in for a pound,1860,10,hundred,0.003531
in for a penny in for a pound,1860,11,6d,0.002173
in for a penny in for a pound,1860,12,bit,0.002021
in for a penny in for a pound,1860,13,minute,0.001930
in for a penny in for a pound,1860,14,million,0.001858
in for a penny in for a pound,1860,15,stone,0.001703
in for a penny in for a pound,1860,16,job,0.001639
in for a penny in for a pound,1860,17,fortnight,0.001595
in for a penny in for a pound,1860,18,farm,0.001561
in for a penny in for a pound,1860,19,cow,0.001476
in for a penny in for a pound,1950,0,penny,0.632701
in for a penny in for a pound,1950,1,pound,0.117930
in for a penny in for a pound,1950,2,shilling,0.113922
in for a penny in for a pound,1950,3,million,0.020417
in for a penny in for a pound,1950,4,farthing,0.017109
in for a penny in for a pound,1950,5,dollar,0.014951
in for a penny in for a pound,1950,6,ton,0.005469
in for a penny in for a pound,1950,7,guinea,0.005082
in for a penny in for a pound,1950,8,minute,0.004382
in for a penny in for a pound,1950,9,year,0.003365
in for a penny in for a pound,1950,10,camel,0.002359
in for a penny in for a pound,1950,11,mile,0.002110
in for a penny in for a pound,1950,12,moment,0.002021
in for a penny in for a pound,1950,13,stone,0.002004
in for a penny in for a pound,1950,14,peny,0.001862
in for a penny in for a pound,1950,15,man,0.001815
in for a penny in for a pound,1950,16,bit,0.001781
in for a penny in for a pound,1950,17,week,0.001591
in for a penny in for a pound,1950,18,hundred,0.001500
in for a penny in for a pound,1950,19,month,0.001358
lame duck,1840,0,",",0.112234
lame duck,1840,1,to,0.064753
lame duck,1840,2,—,0.040088
lame duck,1840,3,the,0.040024
lame duck,1840,4,that,0.037969
lame duck,1840,5,be,0.029656
lame duck,1840,6,.,0.029390
lame duck,1840,7,not,0.022714
lame duck,1840,8,in,0.019273
lame duck,1840,9,and,0.018945
lame duck,1840,10,;,0.017780
lame duck,1840,11,a,0.015129
lame duck,1840,12,as,0.014402
lame duck,1840,13,is,0.014086
lame duck,1840,14,of,0.012837
lame duck,1840,15,it,0.011325
lame duck,1840,16,?,0.009332
lame duck,1840,17,they,0.007778
lame duck,1840,18,i,0.007381
lame duck,1840,19,we,0.007309
lame duck,1850,0,",",0.159687
lame duck,1850,1,—,0.101161
lame duck,1850,2,.,0.054308
lame duck,1850,3,;,0.032254
lame duck,1850,4,that,0.026868
lame duck,1850,5,to,0.023728
lame duck,1850,6,he,0.018019
lame duck,1850,7,the,0.013957
lame duck,1850,8,and,0.012943
lame duck,1850,9,it,0.011123
lame duck,1850,10,if,0.010870
lame duck,1850,11,information,0.010351
lame duck,1850,12,was,0.009187
lame duck,1850,13,statement,0.008464
lame duck,1850,14,house,0.008380
lame duck,1850,15,in,0.008060
lame duck,1850,16,from,0.007394
lame duck,1850,17,inquiry,0.006668
lame duck,1850,18,as,0.006612
lame duck,1850,19,committee,0.006368
lame duck,1880,0,bad,0.051009
lame duck,1880,1,old,0.029335
lame duck,1880,2,great,0.024979
lame duck,1880,3,formidable,0.023990
lame duck,1880,4,their,0.023338
lame duck,1880,5,its,0.020888
lame duck,1880,6,different,0.015996
lame duck,1880,7,useless,0.014871
lame duck,1880,8,the,0.013431
lame duck,1880,9,various,0.013393
lame duck,1880,10,inferior,0.012692
lame duck,1880,11,dangerous,0.012515
lame duck,1880,12,weak,0.011695
lame duck,1880,13,defective,0.010989
lame duck,1880,14,such,0.010366
lame duck,1880,15,other,0.009633
lame duck,1880,16,comparative,0.009256
lame duck,1880,17,small,0.009230
lame duck,1880,18,enormous,0.008966
lame duck,1880,19,heavy,0.008963
lame duck,1890,0,dead,0.285418
lame duck,1890,1,wild,0.170700
lame duck,1890,2,mere,0.089933
lame duck,1890,3,little,0.062579
lame duck,1890,4,small,0.047647
lame duck,1890,5,heavy,0.044236
lame duck,1890,6,tame,0.039747
lame duck,1890,7,like,0.027639
lame duck,1890,8,large,0.026594
lame duck,1890,9,wooden,0.022991
lame duck,1890,10,long,0.022512
lame duck,1890,11,huge,0.020968
lame duck,1890,12,weak,0.018056
lame duck,1890,13,all,0.017887
lame duck,1890,14,lean,0.016278
lame duck,1890,15,lame,0.016216
lame duck,1890,16,poor,0.016081
lame duck,1890,17,steam,0.015701
lame duck,1890,18,great,0.015488
lame duck,1890,19,floating,0.015145
lame duck,1900,0,single,0.705418
lame duck,1900,1,wild,0.164298
lame duck,1900,2,these,0.121866
lame duck,1900,3,",",0.088893
lame duck,1900,4,"""",0.087061
lame duck,1900,5,to,0.082648
lame duck,1900,6,.,0.065499
lame duck,1900,7,such,0.054030
lame duck,1900,8,-,0.048307
lame duck,1900,9,the,0.045497
lame duck,1900,10,worse,0.044002
lame duck,1900,11,battle,0.037528
lame duck,1900,12,land,0.034129
lame duck,1900,13,black,0.033620
lame duck,1900,14,bad,0.028553
lame duck,1900,15,sea,0.028511
lame duck,1900,16,;,0.026419
lame duck,1900,17,greater,0.026090
lame duck,1900,18,those,0.026022
lame duck,1900,19,real,0.023475
lame duck,1910,0,lame,0.762040
lame duck,1910,1,pressing,0.604159
lame duck,1910,2,only,0.073458
lame duck,1910,3,wild,0.073375
lame duck,1910,4,best,0.056572
lame duck,1910,5,great,0.055695
lame duck,1910,6,idle,0.054084
lame duck,1910,7,poor,0.040267
lame duck,1910,8,last,0.037297
lame duck,1910,9,war,0.036350
lame duck,1910,10,lazy,0.027900
lame duck,1910,11,silly,0.023375
lame duck,1910,12,pawn,0.019845
lame duck,1910,13,sick,0.018934
lame duck,1910,14,necessity,0.016349
lame duck,1910,15,little,0.015952
lame duck,1910,16,country,0.014223
lame duck,1910,17,real,0.013867
lame duck,1910,18,foolish,0.012875
lame duck,1910,19,miserable,0.011590
lame duck,1920,0,present,0.112736
lame duck,1920,1,little,0.087003
lame duck,1920,2,national,0.074043
lame duck,1920,3,public,0.057292
lame duck,1920,4,dead,0.055760
lame duck,1920,5,dirty,0.054672
lame duck,1920,6,slave,0.041755
lame duck,1920,7,sinking,0.037484
lame duck,1920,8,black,0.033040
lame duck,1920,9,existing,0.032567
lame duck,1920,10,red,0.028252
lame duck,1920,11,wild,0.027962
lame duck,1920,12,big,0.024791
lame duck,1920,13,social,0.023385
lame duck,1920,14,white,0.022721
lame duck,1920,15,"""",0.017590
lame duck,1920,16,very,0.016813
lame duck,1920,17,bad,0.015553
lame duck,1920,18,small,0.014709
lame duck,1920,19,jack,0.013168
lame duck,1930,0,lame,0.999849
lame duck,1930,1,pounds,0.709383
lame duck,1930,2,subm,0.366480
lame duck,1930,3,per,0.171933
lame duck,1930,4,was,0.101230
lame duck,1930,5,",",0.086519
lame duck,1930,6,sterling,0.084406
lame duck,1930,7,dollars,0.073988
lame duck,1930,8,idle,0.066587
lame duck,1930,9,.,0.051749
lame duck,1930,10,flying,0.041030
lame duck,1930,11,mere,0.039575
lame duck,1930,12,"""",0.039048
lame duck,1930,13,##t,0.035959
lame duck,1930,14,dead,0.035731
lame duck,1930,15,wild,0.033546
lame duck,1930,16,remaining,0.032505
lame duck,1930,17,fighting,0.031790
lame duck,1930,18,-,0.029103
lame duck,1930,19,unprofitable,0.026750
lame duck,1940,0,few,0.442174
lame duck,1940,1,wild,0.276260
lame duck,1940,2,tame,0.120013
lame duck,1940,3,a,0.097002
lame duck,1940,4,sea,0.070324
lame duck,1940,5,the,0.069031
lame duck,1940,6,.,0.042433
lame duck,1940,7,-,0.042262
lame duck,1940,8,weak,0.041454
lame duck,1940,9,small,0.040344
lame duck,1940,10,of,0.039664
lame duck,1940,11,idle,0.039400
lame duck,1940,12,",",0.037785
lame duck,1940,13,lame,0.037752
lame duck,1940,14,lazy,0.036526
lame duck,1940,15,than,0.033980
lame duck,1940,16,"""",0.032672
lame duck,1940,17,in,0.031976
lame duck,1940,18,land,0.031208
lame duck,1940,19,poor,0.025930
lame duck,1950,0,lame,0.655698
lame duck,1950,1,one,0.353133
lame duck,1950,2,grammar,0.251173
lame duck,1950,3,sea,0.132069
lame duck,1950,4,pupil,0.080492
lame duck,1950,5,wounded,0.073790
lame duck,1950,6,heavy,0.065026
lame duck,1950,7,school,0.061305
lame duck,1950,8,great,0.058218
lame duck,1950,9,the,0.049996
lame duck,1950,10,small,0.046181
lame duck,1950,11,a,0.045648
lame duck,1950,12,secondary,0.044132
lame duck,1950,13,distressed,0.043013
lame duck,1950,14,full,0.042678
lame duck,1950,15,very,0.042404
lame duck,1950,16,particular,0.041772
lame duck,1950,17,place,0.041060
lame duck,1950,18,out,0.040682
lame duck,1950,19,only,0.039036
lame duck,1960,0,lame,0.808123
lame duck,1960,1,fast,0.723413
lame duck,1960,2,of,0.279649
lame duck,1960,3,wild,0.181632
lame duck,1960,4,number,0.142016
lame duck,1960,5,possible,0.097383
lame duck,1960,6,recur,0.088578
lame duck,1960,7,mis,0.088275
lame duck,1960,8,the,0.082099
lame duck,1960,9,main,0.081672
lame duck,1960,10,long,0.074632
lame duck,1960,11,commercial,0.067560
lame duck,1960,12,incumbent,0.065821
lame duck,1960,13,private,0.062964
lame duck,1960,14,our,0.061299
lame duck,1960,15,speculative,0.059042
lame duck,1960,16,chief,0.056817
lame duck,1960,17,fresh,0.051558
lame duck,1960,18,new,0.051159
lame duck,1960,19,potential,0.043206
lame duck,1970,0,pounds,0.737643
lame duck,1970,1,lame,0.614904
lame duck,1970,2,air,0.491296
lame duck,1970,3,pound,0.330693
lame duck,1970,4,days,0.326394
lame duck,1970,5,asse,0.318437
lame duck,1970,6,farthing,0.311484
lame duck,1970,7,tot,0.297408
lame duck,1970,8,distress,0.273316
lame duck,1970,9,sitting,0.229350
lame duck,1970,10,case,0.209858
lame duck,1970,11,than,0.204902
lame duck,1970,12,say,0.193977
lame duck,1970,13,sad,0.178198
lame duck,1970,14,healthy,0.163936
lame duck,1970,15,tons,0.135487
lame duck,1970,16,total,0.135109
lame duck,1970,17,the,0.133370
lame duck,1970,18,problem,0.131128
lame duck,1970,19,depression,0.124188
lame duck,1980,0,fishery,0.711677
lame duck,1980,1,colleague,0.536197
lame duck,1980,2,lame,0.527645
lame duck,1980,3,responsibility,0.498511
lame duck,1980,4,penny,0.406451
lame duck,1980,5,pound,0.405477
lame duck,1980,6,longer,0.375998
lame duck,1980,7,united,0.301457
lame duck,1980,8,change,0.294611
lame duck,1980,9,place,0.276959
lame duck,1980,10,charity,0.228820
lame duck,1980,11,steel,0.205753
lame duck,1980,12,dup,0.184701
lame duck,1980,13,ex,0.178185
lame duck,1980,14,deliber,0.173770
lame duck,1980,15,under,0.166973
lame duck,1980,16,dissol,0.165162
lame duck,1980,17,the,0.164499
lame duck,1980,18,revenue,0.153782
lame duck,1980,19,liberal,0.145769
lame duck,1990,0,millions,0.898260
lame duck,1990,1,doubt,0.790127
lame duck,1990,2,lame,0.613548
lame duck,1990,3,paragraph,0.268695
lame duck,1990,4,of,0.255196
lame duck,1990,5,laughing,0.212948
lame duck,1990,6,market,0.172523
lame duck,1990,7,the,0.161206
lame duck,1990,8,wild,0.133453
lame duck,1990,9,ail,0.110333
lame duck,1990,10,behalf,0.107537
lame duck,1990,11,block,0.104948
lame duck,1990,12,cent,0.102715
lame duck,1990,13,anti,0.088588
lame duck,1990,14,rich,0.087508
lame duck,1990,15,step,0.087177
lame duck,1990,16,same,0.085606
lame duck,1990,17,thousands,0.082288
lame duck,1990,18,national,0.081747
lame duck,1990,19,highest,0.080604
lame duck,2000,0,holiday,0.281396
lame duck,2000,1,wild,0.222914
lame duck,2000,2,the,0.197304
lame duck,2000,3,important,0.193582
lame duck,2000,4,vague,0.126678
lame duck,2000,5,curious,0.118298
lame duck,2000,6,mere,0.111937
lame duck,2000,7,a,0.094727
lame duck,2000,8,very,0.089658
lame duck,2000,9,possible,0.080132
lame duck,2000,10,speculative,0.070837
lame duck,2000,11,our,0.064848
lame duck,2000,12,du,0.051440
lame duck,2000,13,sham,0.049204
lame duck,2000,14,glo,0.048659
lame duck,2000,15,thing,0.048433
lame duck,2000,16,single,0.042930
lame duck,2000,17,man,0.042812
lame duck,2000,18,dead,0.039995
lame duck,2000,19,red,0.038689
look after the pennies,1960,0,public,0.916408
look after the pennies,1960,1,pence,0.094829
look after the pennies,1960,2,pounds,0.060612
look after the pennies,1960,3,head,0.050520
look after the pennies,1960,4,pound,0.046041
look after the pennies,1960,5,shilling,0.034695
look after the pennies,1960,6,shillings,0.033762
look after the pennies,1960,7,hundreds,0.030867
look after the pennies,1960,8,land,0.028414
look after the pennies,1960,9,heads,0.023502
look after the pennies,1960,10,acres,0.022776
look after the pennies,1960,11,millions,0.018674
look after the pennies,1960,12,money,0.018301
look after the pennies,1960,13,thousands,0.014905
look after the pennies,1960,14,poor,0.014355
look after the pennies,1960,15,penny,0.012079
look after the pennies,1960,16,farm,0.010919
look after the pennies,1960,17,purse,0.009865
look after the pennies,1960,18,hundred,0.009366
look after the pennies,1960,19,sheep,0.009232
look after the pennies,1970,0,millions,0.805157
look after the pennies,1970,1,ratepayers,0.199648
look after the pennies,1970,2,poor,0.174299
look after the pennies,1970,3,shillings,0.094235
look after the pennies,1970,4,people,0.064828
look after the pennies,1970,5,rates,0.050408
look after the pennies,1970,6,pound,0.050058
look after the pennies,1970,7,county,0.028995
look after the pennies,1970,8,pounds,0.024658
look after the pennies,1970,9,city,0.024323
look after the pennies,1970,10,money,0.019988
look after the pennies,1970,11,boroughs,0.018384
look after the pennies,1970,12,thousands,0.017224
look after the pennies,1970,13,hundreds,0.016250
look after the pennies,1970,14,population,0.016245
look after the pennies,1970,15,pence,0.015062
look after the pennies,1970,16,penny,0.013756
look after the pennies,1970,17,borough,0.013633
look after the pennies,1970,18,counties,0.013029
look after the pennies,1970,19,government,0.010639
look after the pennies,1980,0,pounds,0.361239
look after the pennies,1980,1,pence,0.267668
look after the pennies,1980,2,shillings,0.170367
look after the pennies,1980,3,savings,0.061033
look after the pennies,1980,4,shilling,0.044121
look after the pennies,1980,5,pound,0.013981
look after the pennies,1980,6,money,0.012621
look after the pennies,1980,7,millions,0.009132
look after the pennies,1980,8,hundreds,0.008967
look after the pennies,1980,9,penny,0.008304
look after the pennies,1980,10,##pence,0.004025
look after the pennies,1980,11,heads,0.003673
look after the pennies,1980,12,sovereigns,0.002827
look after the pennies,1980,13,hundred,0.002410
look after the pennies,1980,14,thousands,0.002404
look after the pennies,1980,15,ounces,0.002131
look after the pennies,1980,16,minutes,0.002069
look after the pennies,1980,17,purse,0.001835
look after the pennies,1980,18,goose,0.001681
look after the pennies,1980,19,head,0.001630
look after the pennies,1990,0,pounds,0.136720
look after the pennies,1990,1,shillings,0.108315
look after the pennies,1990,2,pence,0.105029
look after the pennies,1990,3,pound,0.083661
look after the pennies,1990,4,money,0.036336
look after the pennies,1990,5,shilling,0.027365
look after the pennies,1990,6,penny,0.026310
look after the pennies,1990,7,heads,0.018720
look after the pennies,1990,8,head,0.017482
look after the pennies,1990,9,government,0.016980
look after the pennies,1990,10,police,0.014130
look after the pennies,1990,11,public,0.012828
look after the pennies,1990,12,people,0.012038
look after the pennies,1990,13,council,0.010959
look after the pennies,1990,14,papers,0.010203
look after the pennies,1990,15,paper,0.009183
look after the pennies,1990,16,men,0.008920
look after the pennies,1990,17,millions,0.008505
look after the pennies,1990,18,hundreds,0.008188
look after the pennies,1990,19,expenditure,0.008161
look after the pennies,2000,0,pound,0.255083
look after the pennies,2000,1,pounds,0.186515
look after the pennies,2000,2,children,0.062752
look after the pennies,2000,3,poor,0.046623
look after the pennies,2000,4,men,0.032066
look after the pennies,2000,5,money,0.028475
look after the pennies,2000,6,sick,0.025723
look after the pennies,2000,7,purse,0.021097
look after the pennies,2000,8,people,0.018317
look after the pennies,2000,9,rich,0.017774
look after the pennies,2000,10,pence,0.017347
look after the pennies,2000,11,head,0.015383
look after the pennies,2000,12,dead,0.015039
look after the pennies,2000,13,heads,0.013922
look after the pennies,2000,14,living,0.012245
look after the pennies,2000,15,shillings,0.012243
look after the pennies,2000,16,lives,0.012014
look after the pennies,2000,17,widows,0.011232
look after the pennies,2000,18,state,0.010500
look after the pennies,2000,19,boys,0.008675
not a penny more,1870,0,little,0.556017
not a penny more,1870,1,bit,0.158208
not a penny more,1870,2,fraction,0.128725
not a penny more,1870,3,trifle,0.048461
not a penny more,1870,4,penny,0.028880
not a penny more,1870,5,farthing,0.016863
not a penny more,1870,6,quarter,0.011446
not a penny more,1870,7,whit,0.008570
not a penny more,1870,8,year,0.006104
not a penny more,1870,9,third,0.004239
not a penny more,1870,10,moment,0.002345
not a penny more,1870,11,million,0.002132
not a penny more,1870,12,word,0.001935
not a penny more,1870,13,much,0.001451
not a penny more,1870,14,shilling,0.001366
not a penny more,1870,15,sum,0.001208
not a penny more,1870,16,jot,0.001127
not a penny more,1870,17,single,0.001057
not a penny more,1870,18,shade,0.001042
not a penny more,1870,19,reality,0.001036
not a penny more,1890,0,penny,0.541845
not a penny more,1890,1,farthing,0.321893
not a penny more,1890,2,shilling,0.064266
not a penny more,1890,3,word,0.013709
not a penny more,1890,4,bit,0.011092
not a penny more,1890,5,minute,0.008901
not a penny more,1890,6,single,0.003787
not a penny more,1890,7,quarter,0.003420
not a penny more,1890,8,moment,0.003149
not a penny more,1890,9,fraction,0.003040
not a penny more,1890,10,drop,0.002106
not a penny more,1890,11,rag,0.002053
not a penny more,1890,12,year,0.001639
not a penny more,1890,13,little,0.001355
not a penny more,1890,14,day,0.001310
not a penny more,1890,15,particle,0.001171
not a penny more,1890,16,hair,0.001077
not a penny more,1890,17,week,0.001011
not a penny more,1890,18,trifle,0.000788
not a penny more,1890,19,jot,0.000780
not a penny more,1900,0,penny,0.528770
not a penny more,1900,1,farthing,0.294735
not a penny more,1900,2,shilling,0.094649
not a penny more,1900,3,bit,0.036277
not a penny more,1900,4,half,0.011243
not a penny more,1900,5,word,0.006887
not a penny more,1900,6,##pence,0.005636
not a penny more,1900,7,drop,0.005588
not a penny more,1900,8,third,0.004469
not a penny more,1900,9,particle,0.004161
not a penny more,1900,10,grain,0.003775
not a penny more,1900,11,minute,0.003675
not a penny more,1900,12,little,0.003123
not a penny more,1900,13,pound,0.002846
not a penny more,1900,14,jot,0.002764
not a penny more,1900,15,ton,0.002446
not a penny more,1900,16,single,0.002411
not a penny more,1900,17,whit,0.002410
not a penny more,1900,18,fraction,0.002345
not a penny more,1900,19,trifle,0.002306
not a penny more,1910,0,penny,0.510133
not a penny more,1910,1,farthing,0.386914
not a penny more,1910,2,shilling,0.046774
not a penny more,1910,3,single,0.014617
not a penny more,1910,4,word,0.012570
not a penny more,1910,5,hair,0.005071
not a penny more,1910,6,bit,0.003877
not a penny more,1910,7,rag,0.003231
not a penny more,1910,8,drop,0.001568
not a penny more,1910,9,fraction,0.001201
not a penny more,1910,10,moment,0.001117
not a penny more,1910,11,minute,0.001021
not a penny more,1910,12,jot,0.000983
not a penny more,1910,13,particle,0.000974
not a penny more,1910,14,straw,0.000862
not a penny more,1910,15,whit,0.000748
not a penny more,1910,16,little,0.000570
not a penny more,1910,17,syllable,0.000564
not a penny more,1910,18,million,0.000478
not a penny more,1910,19,trifle,0.000404
not a penny more,1930,0,penny,0.405376
not a penny more,1930,1,farthing,0.239286
not a penny more,1930,2,bit,0.163889
not a penny more,1930,3,shilling,0.045646
not a penny more,1930,4,fraction,0.043956
not a penny more,1930,5,little,0.028907
not a penny more,1930,6,trifle,0.009246
not a penny more,1930,7,lot,0.006625
not a penny more,1930,8,jot,0.005948
not a penny more,1930,9,word,0.004696
not a penny more,1930,10,straw,0.003764
not a penny more,1930,11,million,0.002734
not a penny more,1930,12,hair,0.002463
not a penny more,1930,13,particle,0.002324
not a penny more,1930,14,drop,0.002310
not a penny more,1930,15,quarter,0.002112
not a penny more,1930,16,third,0.001912
not a penny more,1930,17,whit,0.001882
not a penny more,1930,18,pound,0.001751
not a penny more,1930,19,minute,0.001337
not a penny more,1940,0,penny,0.337798
not a penny more,1940,1,farthing,0.207261
not a penny more,1940,2,bit,0.204118
not a penny more,1940,3,little,0.052506
not a penny more,1940,4,shilling,0.044736
not a penny more,1940,5,fraction,0.030397
not a penny more,1940,6,trifle,0.021268
not a penny more,1940,7,quarter,0.020375
not a penny more,1940,8,whit,0.019180
not a penny more,1940,9,word,0.014850
not a penny more,1940,10,single,0.011416
not a penny more,1940,11,hair,0.008923
not a penny more,1940,12,particle,0.005048
not a penny more,1940,13,jot,0.004994
not a penny more,1940,14,third,0.004780
not a penny more,1940,15,grain,0.004745
not a penny more,1940,16,minute,0.004693
not a penny more,1940,17,few,0.004528
not a penny more,1940,18,million,0.004339
not a penny more,1940,19,rag,0.004322
not a penny more,1950,0,penny,0.625132
not a penny more,1950,1,farthing,0.207147
not a penny more,1950,2,shilling,0.059417
not a penny more,1950,3,bit,0.046044
not a penny more,1950,4,word,0.010688
not a penny more,1950,5,million,0.010188
not a penny more,1950,6,hair,0.003738
not a penny more,1950,7,moment,0.003726
not a penny more,1950,8,day,0.003285
not a penny more,1950,9,minute,0.003192
not a penny more,1950,10,straw,0.002887
not a penny more,1950,11,whit,0.002793
not a penny more,1950,12,stone,0.002781
not a penny more,1950,13,trifle,0.002526
not a penny more,1950,14,little,0.002526
not a penny more,1950,15,single,0.002512
not a penny more,1950,16,fraction,0.002463
not a penny more,1950,17,drop,0.002385
not a penny more,1950,18,pin,0.002341
not a penny more,1950,19,rag,0.002262
not a penny more,1960,0,penny,0.351336
not a penny more,1960,1,",",0.168083
not a penny more,1960,2,bit,0.139745
not a penny more,1960,3,farthing,0.127227
not a penny more,1960,4,to,0.109273
not a penny more,1960,5,little,0.091320
not a penny more,1960,6,million,0.081508
not a penny more,1960,7,.,0.071153
not a penny more,1960,8,is,0.052507
not a penny more,1960,9,shilling,0.042892
not a penny more,1960,10,word,0.036820
not a penny more,1960,11,;,0.033544
not a penny more,1960,12,and,0.029441
not a penny more,1960,13,we,0.028902
not a penny more,1960,14,fraction,0.027533
not a penny more,1960,15,will,0.027112
not a penny more,1960,16,—,0.023888
not a penny more,1960,17,be,0.023088
not a penny more,1960,18,trifle,0.019650
not a penny more,1960,19,can,0.016925
not a penny more,1970,0,penny,0.285418
not a penny more,1970,1,belt,0.143846
not a penny more,1970,2,farthing,0.137865
not a penny more,1970,3,bit,0.115103
not a penny more,1970,4,land,0.101949
not a penny more,1970,5,",",0.087416
not a penny more,1970,6,word,0.078808
not a penny more,1970,7,the,0.068037
not a penny more,1970,8,"""",0.063456
not a penny more,1970,9,little,0.061793
not a penny more,1970,10,.,0.061130
not a penny more,1970,11,inch,0.061065
not a penny more,1970,12,corn,0.060231
not a penny more,1970,13,shilling,0.059826
not a penny more,1970,14,to,0.059090
not a penny more,1970,15,million,0.058861
not a penny more,1970,16,a,0.054913
not a penny more,1970,17,book,0.051773
not a penny more,1970,18,crops,0.048713
not a penny more,1970,19,acre,0.043097
not a penny more,1980,0,penny,0.458813
not a penny more,1980,1,farthing,0.124925
not a penny more,1980,2,bit,0.096609
not a penny more,1980,3,little,0.071545
not a penny more,1980,4,word,0.049217
not a penny more,1980,5,shilling,0.047790
not a penny more,1980,6,step,0.028123
not a penny more,1980,7,shadow,0.021531
not a penny more,1980,8,million,0.018398
not a penny more,1980,9,single,0.018009
not a penny more,1980,10,hair,0.015407
not a penny more,1980,11,fraction,0.014915
not a penny more,1980,12,tenth,0.011482
not a penny more,1980,13,few,0.010926
not a penny more,1980,14,whit,0.010274
not a penny more,1980,15,jot,0.010161
not a penny more,1980,16,man,0.010050
not a penny more,1980,17,trifle,0.009429
not a penny more,1980,18,moment,0.008650
not a penny more,1980,19,thing,0.008260
not a penny more,1990,0,penny,0.493280
not a penny more,1990,1,farthing,0.143460
not a penny more,1990,2,word,0.087625
not a penny more,1990,3,bit,0.080368
not a penny more,1990,4,shilling,0.056523
not a penny more,1990,5,week,0.056475
not a penny more,1990,6,little,0.032313
not a penny more,1990,7,nothing,0.025283
not a penny more,1990,8,few,0.024616
not a penny more,1990,9,no,0.024534
not a penny more,1990,10,single,0.014558
not a penny more,1990,11,whit,0.012342
not a penny more,1990,12,building,0.012148
not a penny more,1990,13,bill,0.010510
not a penny more,1990,14,jot,0.009097
not a penny more,1990,15,plan,0.008546
not a penny more,1990,16,hair,0.007134
not a penny more,1990,17,rush,0.006347
not a penny more,1990,18,meal,0.006068
not a penny more,1990,19,pin,0.005983
not a penny more,2000,0,penny,0.575387
not a penny more,2000,1,farthing,0.140991
not a penny more,2000,2,shilling,0.095874
not a penny more,2000,3,word,0.043397
not a penny more,2000,4,bit,0.025830
not a penny more,2000,5,single,0.022536
not a penny more,2000,6,day,0.009768
not a penny more,2000,7,million,0.009386
not a penny more,2000,8,little,0.006156
not a penny more,2000,9,rag,0.006147
not a penny more,2000,10,minute,0.005443
not a penny more,2000,11,few,0.005388
not a penny more,2000,12,drop,0.004777
not a penny more,2000,13,fee,0.004221
not a penny more,2000,14,hair,0.004164
not a penny more,2000,15,rush,0.003927
not a penny more,2000,16,demand,0.003703
not a penny more,2000,17,guinea,0.003576
not a penny more,2000,18,pin,0.003555
not a penny more,2000,19,moment,0.003133
not have two pennies to rub together,1990,0,things,0.066025
